Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 0.07% of 14.35 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     98.9    0.06   14.12                 _GLOBAL__sub_I__Z18findFirstCollisionRK3RayRKSt6vectorIP6ObjectSaIS4_EE [1]
                0.16   11.53  116048/116048      calculateColor(Ray const&, std::vector<Object*, std::allocator<Object*> > const&, int) [2]
                0.04    1.42  131625/476325      randomDouble() [4]
                0.01    0.29   16643/16643       std::vector<Vec3, std::allocator<Vec3> >::vector(unsigned long, Vec3 const&, std::allocator<Vec3> const&) [24]
                0.00    0.26   60506/60506       Camera::getRay(double, double) const [26]
                0.09    0.04  187786/187786      bool __gnu_cxx::operator!=<Vec3*, std::vector<Vec3, std::allocator<Vec3> > >(__gnu_cxx::__normal_iterator<Vec3*, std::vector<Vec3, std::allocator<Vec3> > > const&, __gnu_cxx::__normal_iterator<Vec3*, std::vector<Vec3, std::allocator<Vec3> > > const&) [36]
                0.08    0.03  291711/776375      Vec3::operator+(Vec3 const&) const [23]
                0.03    0.02    9591/9591        std::allocator<Vec3>::allocator() [57]
                0.00    0.04   11349/11349       std::vector<Vec3, std::allocator<Vec3> >::~vector() [61]
                0.03    0.00    5806/5806        std::vector<Vec3, std::allocator<Vec3> >::begin() [63]
                0.02    0.00  162151/162151      __gnu_cxx::__normal_iterator<Vec3*, std::vector<Vec3, std::allocator<Vec3> > >::operator++() [68]
                0.01    0.00  268186/268186      std::vector<Vec3, std::allocator<Vec3> >::operator[](unsigned long) [82]
                0.01    0.00  175562/175562      __gnu_cxx::__normal_iterator<Vec3*, std::vector<Vec3, std::allocator<Vec3> > >::operator*() const [83]
                0.00    0.01   13047/13047       std::vector<Vec3, std::allocator<Vec3> >::end() [92]
                0.00    0.00   16414/54882       std::allocator<Vec3>::~allocator() [84]
                0.00    0.00   20764/20764       Vec3::operator/(double) const [95]
                0.00    0.00   21160/3318263     Vec3::Vec3(double, double, double) [20]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [179]
-----------------------------------------------
                              185568             calculateColor(Ray const&, std::vector<Object*, std::allocator<Object*> > const&, int) [2]
                0.16   11.53  116048/116048      _GLOBAL__sub_I__Z18findFirstCollisionRK3RayRKSt6vectorIP6ObjectSaIS4_EE [1]
[2]     81.4    0.16   11.53  116048+185568  calculateColor(Ray const&, std::vector<Object*, std::allocator<Object*> > const&, int) [2]
                0.24    6.80  232203/232203      findFirstCollision(Ray const&, std::vector<Object*, std::allocator<Object*> > const&) [3]
                0.07    4.15  233064/233064      Lambertian::scatter(Ray const&, HitInfo const&, Vec3&, Ray&) const [10]
                0.04    0.07  274235/274235      Ray::Ray() [41]
                0.03    0.03  254076/254076      Vec3::operator*(Vec3 const&) const [52]
                0.03    0.01   50852/50852       operator*(double, Vec3 const&) [62]
                0.03    0.00  261847/5656067     Vec3::Vec3() [15]
                0.00    0.01   24961/310018      Vec3::normalize() const [29]
                0.02    0.00  155091/3318263     Vec3::Vec3(double, double, double) [20]
                0.01    0.00   22192/776375      Vec3::operator+(Vec3 const&) const [23]
                              185568             calculateColor(Ray const&, std::vector<Object*, std::allocator<Object*> > const&, int) [2]
-----------------------------------------------
                0.24    6.80  232203/232203      calculateColor(Ray const&, std::vector<Object*, std::allocator<Object*> > const&, int) [2]
[3]     49.0    0.24    6.80  232203         findFirstCollision(Ray const&, std::vector<Object*, std::allocator<Object*> > const&) [3]
                0.83    3.61 1246916/1246916     AABB::intersect(Ray const&, double, double, Vec3&, double&, Vec3&) const [7]
                0.75    0.41 1794788/1794788     bool __gnu_cxx::operator!=<Object* const*, std::vector<Object*, std::allocator<Object*> > >(__gnu_cxx::__normal_iterator<Object* const*, std::vector<Object*, std::allocator<Object*> > > const&, __gnu_cxx::__normal_iterator<Object* const*, std::vector<Object*, std::allocator<Object*> > > const&) [14]
                0.39    0.00 3100532/5656067     Vec3::Vec3() [15]
                0.06    0.25  248056/248056      Sphere::intersect(Ray const&, double, double, Vec3&, double&, Vec3&) const [21]
                0.05    0.06  246252/246252      HitInfo::HitInfo() [40]
                0.06    0.05  241260/241260      std::vector<Object*, std::allocator<Object*> >::end() const [42]
                0.10    0.00 1521710/1521710     __gnu_cxx::__normal_iterator<Object* const*, std::vector<Object*, std::allocator<Object*> > >::operator++() [43]
                0.09    0.00 1723126/1723126     __gnu_cxx::__normal_iterator<Object* const*, std::vector<Object*, std::allocator<Object*> > >::operator*() const [45]
                0.04    0.05  270038/270038      std::vector<Object*, std::allocator<Object*> >::begin() const [47]
-----------------------------------------------
                0.04    1.42  131625/476325      _GLOBAL__sub_I__Z18findFirstCollisionRK3RayRKSt6vectorIP6ObjectSaIS4_EE [1]
                0.12    3.72  344700/476325      Lambertian::randomUnitVector() const [12]
[4]     36.9    0.16    5.14  476325         randomDouble() [4]
                0.03    5.11  572152/572152      double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [5]
                0.00    0.00       8/8           std::random_device::random_device() [137]
                0.00    0.00       8/8           std::random_device::operator()() [138]
                0.00    0.00       8/8           std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::mersenne_twister_engine(unsigned long) [141]
                0.00    0.00       8/8           std::uniform_real_distribution<double>::uniform_real_distribution(double, double) [143]
                0.00    0.00       5/5           std::random_device::~random_device() [161]
-----------------------------------------------
                0.03    5.11  572152/572152      randomDouble() [4]
[5]     35.8    0.03    5.11  572152         double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [5]
                0.52    4.59  621642/621642      double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<double>::param_type const&) [6]
-----------------------------------------------
                0.52    4.59  621642/621642      double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [5]
[6]     35.6    0.52    4.59  621642         double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<double>::param_type const&) [6]
                0.01    4.36  521611/521611      std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::operator()() [8]
                0.09    0.00  551717/551717      std::uniform_real_distribution<double>::param_type::a() const [46]
                0.08    0.00  594612/594612      std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::_Adaptor(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [48]
                0.05    0.00  117829/117829      std::uniform_real_distribution<double>::param_type::b() const [56]
-----------------------------------------------
                0.83    3.61 1246916/1246916     findFirstCollision(Ray const&, std::vector<Object*, std::allocator<Object*> > const&) [3]
[7]     30.9    0.83    3.61 1246916         AABB::intersect(Ray const&, double, double, Vec3&, double&, Vec3&) const [7]
                2.06    0.00 13973297/13973297     Vec3::operator[](int) const [13]
                0.41    0.28 1442401/1442401     std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<double> >, std::is_move_constructible<double>, std::is_move_assignable<double> >::value, void>::type std::swap<double>(double&, double&) [16]
                0.42    0.00 2854895/2854895     double const& std::min<double>(double const&, double const&) [18]
                0.05    0.16  207723/215538      Ray::at(double) const [28]
                0.16    0.00 1246524/5656067     Vec3::Vec3() [15]
                0.07    0.00  669052/3318263     Vec3::Vec3(double, double, double) [20]
-----------------------------------------------
                0.01    4.36  521611/521611      double std::uniform_real_distribution<double>::operator()<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&, std::uniform_real_distribution<double>::param_type const&) [6]
[8]     30.5    0.01    4.36  521611         std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::operator()() [8]
                3.74    0.62  626774/626774      double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [9]
-----------------------------------------------
                3.74    0.62  626774/626774      std::__detail::_Adaptor<std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>, double>::operator()() [8]
[9]     30.4    3.74    0.62  626774         double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [9]
                0.26    0.31  573794/573794      std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [17]
                0.05    0.00  854336/854336      std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::min() [54]
-----------------------------------------------
                0.07    4.15  233064/233064      calculateColor(Ray const&, std::vector<Object*, std::allocator<Object*> > const&, int) [2]
[10]    29.4    0.07    4.15  233064         Lambertian::scatter(Ray const&, HitInfo const&, Vec3&, Ray&) const [10]
                0.06    3.91  199030/199030      Lambertian::randomInHemisphere(Vec3 const&) const [11]
                0.03    0.12  176163/275878      Ray::Ray(Vec3 const&, Vec3 const&) [27]
                0.02    0.00  154747/154747      Vec3::nearZero() const [69]
-----------------------------------------------
                0.06    3.91  199030/199030      Lambertian::scatter(Ray const&, HitInfo const&, Vec3&, Ray&) const [10]
[11]    27.7    0.06    3.91  199030         Lambertian::randomInHemisphere(Vec3 const&) const [11]
                0.03    3.84  204052/204052      Lambertian::randomUnitVector() const [12]
                0.02    0.01   66203/66203       Vec3::operator-() [65]
                0.02    0.00  113109/1006833     Vec3::dot(Vec3 const&) const [32]
-----------------------------------------------
                0.03    3.84  204052/204052      Lambertian::randomInHemisphere(Vec3 const&) const [11]
[12]    26.9    0.03    3.84  204052         Lambertian::randomUnitVector() const [12]
                0.12    3.72  344700/476325      randomDouble() [4]
                0.01    0.00   64205/3318263     Vec3::Vec3(double, double, double) [20]
-----------------------------------------------
                2.06    0.00 13973297/13973297     AABB::intersect(Ray const&, double, double, Vec3&, double&, Vec3&) const [7]
[13]    14.4    2.06    0.00 13973297         Vec3::operator[](int) const [13]
-----------------------------------------------
                0.75    0.41 1794788/1794788     findFirstCollision(Ray const&, std::vector<Object*, std::allocator<Object*> > const&) [3]
[14]     8.1    0.75    0.41 1794788         bool __gnu_cxx::operator!=<Object* const*, std::vector<Object*, std::allocator<Object*> > >(__gnu_cxx::__normal_iterator<Object* const*, std::vector<Object*, std::allocator<Object*> > > const&, __gnu_cxx::__normal_iterator<Object* const*, std::vector<Object*, std::allocator<Object*> > > const&) [14]
                0.41    0.00 3799108/3799108     __gnu_cxx::__normal_iterator<Object* const*, std::vector<Object*, std::allocator<Object*> > >::base() const [19]
-----------------------------------------------
                0.00    0.00       3/5656067     main [78]
                0.00    0.00       4/5656067     Camera::Camera(Vec3 const&, Vec3 const&, Vec3 const&, double, double) [80]
                0.03    0.00  261847/5656067     calculateColor(Ray const&, std::vector<Object*, std::allocator<Object*> > const&, int) [2]
                0.06    0.00  511558/5656067     HitInfo::HitInfo() [40]
                0.07    0.00  535599/5656067     Ray::Ray() [41]
                0.16    0.00 1246524/5656067     AABB::intersect(Ray const&, double, double, Vec3&, double&, Vec3&) const [7]
                0.39    0.00 3100532/5656067     findFirstCollision(Ray const&, std::vector<Object*, std::allocator<Object*> > const&) [3]
[15]     4.9    0.71    0.00 5656067         Vec3::Vec3() [15]
-----------------------------------------------
                0.41    0.28 1442401/1442401     AABB::intersect(Ray const&, double, double, Vec3&, double&, Vec3&) const [7]
[16]     4.8    0.41    0.28 1442401         std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<double> >, std::is_move_constructible<double>, std::is_move_assignable<double> >::value, void>::type std::swap<double>(double&, double&) [16]
                0.28    0.00 4385605/4385605     std::remove_reference<double&>::type&& std::move<double&>(double&) [25]
-----------------------------------------------
                0.26    0.31  573794/573794      double std::generate_canonical<double, 53ul, std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul> >(std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>&) [9]
[17]     4.0    0.26    0.31  573794         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [17]
                0.31    0.00    2041/2041        std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [22]
-----------------------------------------------
                0.42    0.00 2854895/2854895     AABB::intersect(Ray const&, double, double, Vec3&, double&, Vec3&) const [7]
[18]     2.9    0.42    0.00 2854895         double const& std::min<double>(double const&, double const&) [18]
-----------------------------------------------
                0.41    0.00 3799108/3799108     bool __gnu_cxx::operator!=<Object* const*, std::vector<Object*, std::allocator<Object*> > >(__gnu_cxx::__normal_iterator<Object* const*, std::vector<Object*, std::allocator<Object*> > > const&, __gnu_cxx::__normal_iterator<Object* const*, std::vector<Object*, std::allocator<Object*> > > const&) [14]
[19]     2.9    0.41    0.00 3799108         __gnu_cxx::__normal_iterator<Object* const*, std::vector<Object*, std::allocator<Object*> > >::base() const [19]
-----------------------------------------------
                0.00    0.00       2/3318263     Vec3::cross(Vec3 const&) const [81]
                0.00    0.00       3/3318263     main [78]
                0.00    0.00      15/3318263     createScene() [96]
                0.00    0.00   21160/3318263     _GLOBAL__sub_I__Z18findFirstCollisionRK3RayRKSt6vectorIP6ObjectSaIS4_EE [1]
                0.00    0.00   21669/3318263     Vec3::operator/(double) const [95]
                0.01    0.00   52217/3318263     operator*(double, Vec3 const&) [62]
                0.01    0.00   64205/3318263     Lambertian::randomUnitVector() const [12]
                0.01    0.00   83214/3318263     Vec3::operator-() [65]
                0.02    0.00  155091/3318263     calculateColor(Ray const&, std::vector<Object*, std::allocator<Object*> > const&, int) [2]
                0.03    0.00  269390/3318263     Vec3::operator*(Vec3 const&) const [52]
                0.04    0.00  367424/3318263     Vec3::normalize() const [29]
                0.04    0.00  374575/3318263     Vec3::operator-(Vec3 const&) const [37]
                0.04    0.00  439627/3318263     Vec3::operator*(double) const [38]
                0.07    0.00  669052/3318263     AABB::intersect(Ray const&, double, double, Vec3&, double&, Vec3&) const [7]
                0.08    0.00  800619/3318263     Vec3::operator+(Vec3 const&) const [23]
[20]     2.3    0.34    0.00 3318263         Vec3::Vec3(double, double, double) [20]
-----------------------------------------------
                0.06    0.25  248056/248056      findFirstCollision(Ray const&, std::vector<Object*, std::allocator<Object*> > const&) [3]
[21]     2.2    0.06    0.25  248056         Sphere::intersect(Ray const&, double, double, Vec3&, double&, Vec3&) const [21]
                0.14    0.00  893724/1006833     Vec3::dot(Vec3 const&) const [32]
                0.06    0.03  265817/374288      Vec3::operator-(Vec3 const&) const [37]
                0.00    0.02   18008/18008       Sphere::intersect(Ray const&, double, double, Vec3&, double&, Vec3&) const::{lambda(double)#1}::operator()(double) const [77]
-----------------------------------------------
                0.31    0.00    2041/2041        std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::operator()() [17]
[22]     2.2    0.31    0.00    2041         std::mersenne_twister_engine<unsigned long, 32ul, 624ul, 397ul, 31ul, 2567483615ul, 11ul, 4294967295ul, 7ul, 2636928640ul, 15ul, 4022730752ul, 18ul, 1812433253ul>::_M_gen_rand() [22]
-----------------------------------------------
                0.01    0.00   22192/776375      calculateColor(Ray const&, std::vector<Object*, std::allocator<Object*> > const&, int) [2]
                0.06    0.02  215909/776375      Camera::getRay(double, double) const [26]
                0.07    0.03  246563/776375      Ray::at(double) const [28]
                0.08    0.03  291711/776375      _GLOBAL__sub_I__Z18findFirstCollisionRK3RayRKSt6vectorIP6ObjectSaIS4_EE [1]
[23]     2.1    0.23    0.08  776375         Vec3::operator+(Vec3 const&) const [23]
                0.08    0.00  800619/3318263     Vec3::Vec3(double, double, double) [20]
-----------------------------------------------
                0.01    0.29   16643/16643       _GLOBAL__sub_I__Z18findFirstCollisionRK3RayRKSt6vectorIP6ObjectSaIS4_EE [1]
[24]     2.1    0.01    0.29   16643         std::vector<Vec3, std::allocator<Vec3> >::vector(unsigned long, Vec3 const&, std::allocator<Vec3> const&) [24]
                0.00    0.18   18460/18460       std::vector<Vec3, std::allocator<Vec3> >::_M_fill_initialize(unsigned long, Vec3 const&) [30]
                0.00    0.07   23303/23303       std::_Vector_base<Vec3, std::allocator<Vec3> >::_Vector_base(unsigned long, std::allocator<Vec3> const&) [49]
                0.02    0.02   19116/19116       std::vector<Vec3, std::allocator<Vec3> >::_S_check_init_len(unsigned long, std::allocator<Vec3> const&) [60]
-----------------------------------------------
                0.28    0.00 4385605/4385605     std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<double> >, std::is_move_constructible<double>, std::is_move_assignable<double> >::value, void>::type std::swap<double>(double&, double&) [16]
[25]     2.0    0.28    0.00 4385605         std::remove_reference<double&>::type&& std::move<double&>(double&) [25]
-----------------------------------------------
                0.00    0.26   60506/60506       _GLOBAL__sub_I__Z18findFirstCollisionRK3RayRKSt6vectorIP6ObjectSaIS4_EE [1]
[26]     1.8    0.00    0.26   60506         Camera::getRay(double, double) const [26]
                0.02    0.07   99715/275878      Ray::Ray(Vec3 const&, Vec3 const&) [27]
                0.06    0.02  215909/776375      Vec3::operator+(Vec3 const&) const [23]
                0.03    0.02  179100/416073      Vec3::operator*(double) const [38]
                0.02    0.01   99024/374288      Vec3::operator-(Vec3 const&) const [37]
-----------------------------------------------
                0.02    0.07   99715/275878      Camera::getRay(double, double) const [26]
                0.03    0.12  176163/275878      Lambertian::scatter(Ray const&, HitInfo const&, Vec3&, Ray&) const [10]
[27]     1.7    0.05    0.19  275878         Ray::Ray(Vec3 const&, Vec3 const&) [27]
                0.03    0.16  275862/310018      Vec3::normalize() const [29]
-----------------------------------------------
                0.00    0.01    7815/215538      Sphere::intersect(Ray const&, double, double, Vec3&, double&, Vec3&) const::{lambda(double)#1}::operator()(double) const [77]
                0.05    0.16  207723/215538      AABB::intersect(Ray const&, double, double, Vec3&, double&, Vec3&) const [7]
[28]     1.5    0.05    0.17  215538         Ray::at(double) const [28]
                0.07    0.03  246563/776375      Vec3::operator+(Vec3 const&) const [23]
                0.05    0.03  236967/416073      Vec3::operator*(double) const [38]
-----------------------------------------------
                0.00    0.00       2/310018      Camera::Camera(Vec3 const&, Vec3 const&, Vec3 const&, double, double) [80]
                0.00    0.01    9193/310018      Sphere::intersect(Ray const&, double, double, Vec3&, double&, Vec3&) const::{lambda(double)#1}::operator()(double) const [77]
                0.00    0.01   24961/310018      calculateColor(Ray const&, std::vector<Object*, std::allocator<Object*> > const&, int) [2]
                0.03    0.16  275862/310018      Ray::Ray(Vec3 const&, Vec3 const&) [27]
[29]     1.5    0.04    0.18  310018         Vec3::normalize() const [29]
                0.14    0.00 1197458/1197458     Vec3::length() const [35]
                0.04    0.00  367424/3318263     Vec3::Vec3(double, double, double) [20]
-----------------------------------------------
                0.00    0.18   18460/18460       std::vector<Vec3, std::allocator<Vec3> >::vector(unsigned long, Vec3 const&, std::allocator<Vec3> const&) [24]
[30]     1.3    0.00    0.18   18460         std::vector<Vec3, std::allocator<Vec3> >::_M_fill_initialize(unsigned long, Vec3 const&) [30]
                0.01    0.16   21365/21365       Vec3* std::__uninitialized_fill_n_a<Vec3*, unsigned long, Vec3, Vec3>(Vec3*, unsigned long, Vec3 const&, std::allocator<Vec3>&) [31]
                0.01    0.00   19299/33666       std::_Vector_base<Vec3, std::allocator<Vec3> >::_M_get_Tp_allocator() [71]
-----------------------------------------------
                0.01    0.16   21365/21365       std::vector<Vec3, std::allocator<Vec3> >::_M_fill_initialize(unsigned long, Vec3 const&) [30]
[31]     1.2    0.01    0.16   21365         Vec3* std::__uninitialized_fill_n_a<Vec3*, unsigned long, Vec3, Vec3>(Vec3*, unsigned long, Vec3 const&, std::allocator<Vec3>&) [31]
                0.00    0.16   21568/21568       Vec3* std::uninitialized_fill_n<Vec3*, unsigned long, Vec3>(Vec3*, unsigned long, Vec3 const&) [33]
-----------------------------------------------
                0.02    0.00  113109/1006833     Lambertian::randomInHemisphere(Vec3 const&) const [11]
                0.14    0.00  893724/1006833     Sphere::intersect(Ray const&, double, double, Vec3&, double&, Vec3&) const [21]
[32]     1.1    0.16    0.00 1006833         Vec3::dot(Vec3 const&) const [32]
-----------------------------------------------
                0.00    0.16   21568/21568       Vec3* std::__uninitialized_fill_n_a<Vec3*, unsigned long, Vec3, Vec3>(Vec3*, unsigned long, Vec3 const&, std::allocator<Vec3>&) [31]
[33]     1.1    0.00    0.16   21568         Vec3* std::uninitialized_fill_n<Vec3*, unsigned long, Vec3>(Vec3*, unsigned long, Vec3 const&) [33]
                0.02    0.14   20342/20342       Vec3* std::__uninitialized_fill_n<false>::__uninit_fill_n<Vec3*, unsigned long, Vec3>(Vec3*, unsigned long, Vec3 const&) [34]
-----------------------------------------------
                0.02    0.14   20342/20342       Vec3* std::uninitialized_fill_n<Vec3*, unsigned long, Vec3>(Vec3*, unsigned long, Vec3 const&) [33]
[34]     1.1    0.02    0.14   20342         Vec3* std::__uninitialized_fill_n<false>::__uninit_fill_n<Vec3*, unsigned long, Vec3>(Vec3*, unsigned long, Vec3 const&) [34]
                0.03    0.09  152878/152878      void std::_Construct<Vec3, Vec3 const&>(Vec3*, Vec3 const&) [39]
                0.02    0.00  150385/150385      Vec3* std::__addressof<Vec3>(Vec3&) [70]
-----------------------------------------------
                0.14    0.00 1197458/1197458     Vec3::normalize() const [29]
[35]     1.0    0.14    0.00 1197458         Vec3::length() const [35]
-----------------------------------------------
                0.09    0.04  187786/187786      _GLOBAL__sub_I__Z18findFirstCollisionRK3RayRKSt6vectorIP6ObjectSaIS4_EE [1]
[36]     0.9    0.09    0.04  187786         bool __gnu_cxx::operator!=<Vec3*, std::vector<Vec3, std::allocator<Vec3> > >(__gnu_cxx::__normal_iterator<Vec3*, std::vector<Vec3, std::allocator<Vec3> > > const&, __gnu_cxx::__normal_iterator<Vec3*, std::vector<Vec3, std::allocator<Vec3> > > const&) [36]
                0.04    0.00  382139/382139      __gnu_cxx::__normal_iterator<Vec3*, std::vector<Vec3, std::allocator<Vec3> > >::base() const [58]
-----------------------------------------------
                0.00    0.00       4/374288      Camera::Camera(Vec3 const&, Vec3 const&, Vec3 const&, double, double) [80]
                0.00    0.00    9443/374288      Sphere::intersect(Ray const&, double, double, Vec3&, double&, Vec3&) const::{lambda(double)#1}::operator()(double) const [77]
                0.02    0.01   99024/374288      Camera::getRay(double, double) const [26]
                0.06    0.03  265817/374288      Sphere::intersect(Ray const&, double, double, Vec3&, double&, Vec3&) const [21]
[37]     0.9    0.09    0.04  374288         Vec3::operator-(Vec3 const&) const [37]
                0.04    0.00  374575/3318263     Vec3::Vec3(double, double, double) [20]
-----------------------------------------------
                0.00    0.00       6/416073      Camera::Camera(Vec3 const&, Vec3 const&, Vec3 const&, double, double) [80]
                0.03    0.02  179100/416073      Camera::getRay(double, double) const [26]
                0.05    0.03  236967/416073      Ray::at(double) const [28]
[38]     0.9    0.08    0.04  416073         Vec3::operator*(double) const [38]
                0.04    0.00  439627/3318263     Vec3::Vec3(double, double, double) [20]
-----------------------------------------------
                0.03    0.09  152878/152878      Vec3* std::__uninitialized_fill_n<false>::__uninit_fill_n<Vec3*, unsigned long, Vec3>(Vec3*, unsigned long, Vec3 const&) [34]
[39]     0.8    0.03    0.09  152878         void std::_Construct<Vec3, Vec3 const&>(Vec3*, Vec3 const&) [39]
                0.05    0.00  160376/160382      operator new(unsigned long, void*) [55]
